1,2.7,0,1,2,0,1,0,1,1,0,1,1.5,1.95,0.5,1,1,1
2,5.2,1,1,0,0,1,0,0.3,0.5,0,0.25,1.44,1.87,0.5,1,1,1
3,2.6,0,1,2,0,1,0,0.3,1.8,0,1,1.5,1.95,0.5,1,1,-1
4,4.9,1,1,0,0,1,0,1.1,5,0,1,1.5,1.95,0.5,1,1,1
5,2.6,1,0,2,1,0,0,0.3,0.5,0,0.5,1.5,1.95,0.5,3,0,-1
6,2.4,1,1,1,0,1,0,0.2,1,0,1,1.5,1.95,3,1,1,1
7,4.7,1,1,0,0,1,0,0.1,2,0,0.75,1.53,1.99,2,1,1,1
8,2.3,0,1,2,0,1,0,0.2,0.3,0,1,1.53,1.99,4,3,0,1
9,3.1,1,1,2,0,1,0,0.01,5,0,0.42,1.47,1.91,0,1,0,1
10,2.7,0,1,2,0,1,0,0.05,0.6,0,1,1.5,1.95,0,1,1,1
11,4.1,1,1,1,0,1,0,0.6,10,0,0.5,1.47,1.91,2,1,1,1
12,2.7,1,1,5,0,1,0,0.4,0.3,1,0.5,1.47,1.91,4,1,1,1
13,4,1,1,1,0,1,0,0.03,0.3,0,1,1.5,1.95,0,1,1,1
14,2.9,1,1,1,0,1,0,1,5,0,1,1.5,1.95,0.5,1,1,1
15,6.1,1,1,3,0,1,0,2,3,2,0.08,1.44,1.87,0,1,1,1
16,5.8,1,1,0,0,1,0,1.2,10,0,0.25,1.44,1.87,0.5,1,1,1
17,3.4,1,1,3.5,0,1,0,0.8,0.5,3,1,1.5,1.95,4,1,1,1
18,4,1,1,1,0,1,0,0.5,1.5,0,0.5,1.47,1.91,0.5,1,1,1
19,5.2,1,1,1,0,1,0,2,0.4,0,1,1.53,1.99,0.5,3,0,1
20,4.5,0,1,0,0,1,0,1.5,2,3,1,1.5,1.95,0.5,1,1,1
21,4.7,1,1,0,0,1,0,0.8,40,4,0.5,1.47,1.91,1,1,1,1
22,3.5,1,1,2,0,1,0,0.2,1.5,5,1,1.53,1.99,4,3,1,1
23,2.8,1,0,2,7,1,0,0.1,0.9,0,0.5,1.47,1.91,0.5,1,1,1
24,4.3,1,1,0,0,1,0,1,4,6,1,1.5,1.95,0.5,1,0,-1
25,5.3,1,1,1,0,1,0,0.6,12,0,1,1.5,1.95,1,1,1,1
26,4.2,1,1,1,0,1,0,1,3,0,1,1.53,1.99,2,1,1,1
27,4,1,1,2,0,1,0,0.6,1.5,7,1,1.5,1.95,0.5,1,1,1
28,5.4,0,1,2,0,1,0,2.5,1.5,2,1,1.53,1.99,0,3,0,1
29,4.5,1,1,0,0,1,0,0.3,0.3,7,0.5,1.5,1.95,0.5,1,1,1
30,6.1,1,1,1,0,1,0,1,4,0,0.25,1.44,1.87,2,1,1,1
31,4,1,1,1,0,1,0,0.2,1,8,1,1.53,1.99,0.5,3,0,-1
32,4.1,1,1,1,0,1,0,0.7,1,3,1,1.53,1.99,0.5,3,0,1
33,2.9,0,0,2,0,1,0,0.2,5,5,1,1.53,1.99,0.5,1,1,1
34,3.1,1,1,1,0,1,0,0.3,2,0,1,1.5,1.95,0.5,1,1,1
35,5.6,1,1,1,0,1,0,0.01,5,0,0.25,1.44,1.87,2,1,1,1
36,4.2,1,1,1,0,1,0,1,2,0,1,1.5,1.95,0.5,1,1,1
37,5,1,1,0,1,1,0,0.5,0.19,0,1,1.5,1.95,0.5,3,0,-1
38,2.6,1,1,0,0,1,0,0.5,0.2,2,1,1.53,1.99,0.5,3,0,1
39,4.8,1,1,1,0,1,0,2,0.7,0,1,1.53,1.99,0.5,3,0,1
40,5.3,1,1,0,0,1,1,0.4,1,0,1,1.5,1.95,0.5,1,1,1
41,4,1,1,1,0,1,0,1,1.5,0,1,1.5,1.95,0,1,1,1
42,4,1,1,2,0,1,0,0.6,2,0,1,1.5,1.95,0.5,1,1,1
43,4,0,1,2,0,1,0,0.2,1,0,1,1.5,1.95,0.5,1,1,1
44,3.1,1,1,2,0,1,0,0.2,1,0,1,1.53,1.99,0.5,3,0,1
45,6,0,1,0,0,1,0,0.5,10,0,1,1.5,1.95,0.5,1,1,1
46,3.1,1,1,3.5,0,1,0,0.5,12,2,0.5,1.47,1.91,0.5,1,1,1
47,4.2,1,-1,3.5,0,1,0,0.1,5,0,1,1.53,1.99,0.5,3,0,-1
48,5.2,1,1,1,0,1,0,0.05,20,0,1,1.5,1.95,0.5,1,1,1
49,3.8,0,1,2,0,1,0,1.6,2,0,1,1.5,1.95,0.5,1,1,1
50,3.8,0,1,2,0,1,0,1.6,2,0,1,1.5,1.95,0.5,1,1,1
51,3.6,1,1,1,0,1,0,0.3,6,0,1,1.5,1.95,0.5,1,1,1
52,3.3,1,1,3.5,0,1,0,0.2,5,0,1,1.5,1.95,0.5,1,1,1
53,3.2,0,1,2,0,1,0,0.2,1,0,1,1.5,1.95,0.5,1,1,1
54,3.3,1,1,1,0,1,1,0.2,1,0,1,1.5,1.95,0.5,1,1,1
55,5,1,1,0,0,1,1,1.2,2,0,0.33,1.47,1.91,0.5,1,1,1
56,2.9,1,1,1,0,0,0,0.2,1,0,1,1.53,1.99,0.5,3,0,-1
57,5.4,0,1,0,0,1,0,0,0.7,0,1,1.5,1.95,0.5,1,1,-1
58,2.5,1,1,4.5,3,1,0,0.2,0.8,9,1,1.53,1.99,0.5,3,0,-1
59,5.7,1,1,0,0,1,0,0.2,2,0,1,1.53,1.99,2,3,0,1
60,4.8,1,1,1,0,1,0,0.4,3,0,1,1.5,1.95,2,1,0,1
61,3.9,1,1,1,0,1,0,0.9,0.5,0,1,1.5,1.95,0.5,1,1,1
62,3.1,0,1,2,0,1,0,0.3,2,0,1,1.53,1.99,0.5,3,0,1
63,3.6,1,1,4.5,0,1,0,0.6,1,0,1,1.5,1.95,0.5,1,1,1
64,3.8,1,1,1,0,1,0,0.7,2,0,1,1.53,1.99,0.5,3,0,1
65,5.2,1,1,2,0,1,0,0.5,10,0,1,1.5,1.95,0.5,1,1,1
66,3.1,1,1,2,0,1,0,1.1,5,0,1,1.5,1.95,0.5,1,1,1
67,3.2,1,1,1,0,1,0,0.5,1.5,0,1,1.5,1.95,0.5,1,1,1
68,4,1,1,1,0,1,1,0.5,2,0,1,1.5,1.95,0.5,1,1,1
69,4.3,1,1,1,0,1,0,0.2,5,0,1,1.5,1.95,0.5,1,1,1
70,4.1,1,1,1,0,1,1,0.6,10,0,1,1.5,1.95,0.5,1,1,1
71,4.7,1,1,1,0,1,0,0.2,0.8,0,1,1.5,1.95,0.5,1,1,1
72,2.7,1,1,5,0,1,1,0.4,0.3,1,1,1.5,1.95,4,1,1,1
73,5.2,1,1,0,1,1,0,0.3,0.3,0,0.5,1.5,1.95,0.5,3,0,-1
74,4.7,1,1,0,0,1,1,0.8,10,0,1,1.5,1.95,0.5,1,1,1
75,3.7,1,1,1,0,0,0,0.7,0.2,0,1,1.5,1.95,0.5,3,0,1
76,5.3,1,1,1,0,1,1,0.6,6,0,1,1.5,1.95,0.5,1,1,1
77,4.8,1,1,0,0,1,0,1,10,0,1,1.5,1.95,0.5,1,1,1
78,2.9,1,1,1,0,1,1,1,10,0,1,1.5,1.95,0.5,1,1,1
79,4,1,1,1,0,1,0,0.3,2,0,0.5,1.47,1.91,0.5,1,1,1
80,2.7,1,0,5,0,1,0,0.4,13,0,0.25,1.5,1.95,0.5,3,0,1
81,3.3,1,1,1,0,1,0,0.3,4,0,1,1.53,1.99,0.5,3,0,1
82,3.4,1,1,2,0,1,0,1.4,1,0,1,1.53,1.99,0.5,3,0,1
83,2.8,1,1,1,0,1,0,0.2,2,0,1,1.5,1.95,0.5,3,0,1
84,2.7,1,0,3.5,0,1,0,0.2,1,0,1,1.53,198900,0.5,1,1,1
85,5.6,1,1,1,0,1,0,0.4,5,0,1,1.5,1.95,0.5,3,0,1
86,4.8,1,1,1,0,1,0,0.4,0.6,0,1,1.5,1.95,2,1,1,1
87,3.4,1,1,1,0,1,0,0.4,1,0,1,1.53,1.99,0.5,3,0,1
88,3.3,1,1,5,0,1,0,0.3,5,0,0.25,1.47,1.91,0.5,1,1,1
89,3.3,1,1,2,2,1,0,0.2,20,0,1,1.5,1.95,0.5,1,0,-1
90,3.2,0,1,2,0,1,0,0.3,1.5,0,1,1.53,1.99,0.5,1,0,1
91,5.9,1,1,0,0,1,1,1.3,6,0,1,1.5,1.95,0.5,1,1,1
92,3.1,1,1,2,0,1,0,0.6,1,0,1,1.53,1.99,0.5,3,0,1
93,3.2,1,1,2,0,1,0,0.2,4,0,1,1.5,1.95,0.5,1,1,1
94,2.8,0,1,2,0,1,1,0.1,5,0,1,1.5,1.95,0.5,1,1,1
95,4.8,1,1,0,0,1,1,0.2,5,0,1,1.53,1.99,2,3,0,1
96,3.2,1,1,2,0,1,0,0.3,10,0,1,1.53,1.99,0.5,3,0,1
97,3.6,1,1,1,0,1,0,0.5,1,0,1,1.53,1.99,0.5,3,0,1
98,4,1,1,1,1,1,0,0.3,0.5,0,0.5,1.5,1.95,0.5,3,0,-1
99,2.7,1,1,5,0,1,0,0.1,2,0,0.5,1.26,1.64,5,2,0,1
100,3,1,1,0,0,1,0,0.2,1,0,0.5,1.26,1.64,0.5,2,0,1
101,4.8,1,1,0,0,1,0,0.1,1,0,0.5,1.26,1.64,0.5,2,0,1
102,5.5,1,1,0,0,1,0,2,1,0,0.5,1.26,1.64,0.5,2,0,1
103,3.3,1,1,2,0,1,0,0.8,1.5,0,1,1.5,1.95,0.5,2,1,1
104,4.8,1,1,0,0,1,1,0.2,2,0,1,1.53,1.99,2,2,0,1
105,4.2,1,1,1,0,1,1,1,5,0,1,1.53,1.99,2,2,0,1
106,2.7,1,1,5,0,1,0,0.4,10,0,0.25,1.5,1.95,0.5,3,0,1
107,4.7,1,1,1,0,1,0,1,3,0,1,1.5,1.95,0.5,1,1,1
108,2.3,1,0,1,0,0,0,0.4,1,0,0.5,1.26,1.64,0.5,2,0,1
109,4.1,1,1,1,0,1,0,1,1,0,1,1.5,1.95,0.5,2,1,1
110,3.7,1,1,2,0,1,0,0.4,0.3,0,0.5,1.26,1.64,0.5,4,0,1
111,4.5,1,1,1,0,1,0,0.7,10,0,1,1.5,1.95,0.5,2,1,1
112,4.1,1,1,1,0,1,0,1.3,1.5,0,0.5,1.26,1.64,0.5,4,0,1
113,3.4,1,1,2,0,1,0,0.5,2,0,1,1.53,1.99,0.5,3,0,1
114,2.5,1,0,5,0,0,0,0.1,0.4,0,1,1.53,1.99,0.5,3,0,1
115,4.3,1,1,1,0,1,0,1,1,0,0.5,1.26,1.64,4,4,0,1
116,3.4,1,1,3.5,0,0,0,0.3,1,0,0.5,1.26,1.64,0.5,3,0,1
117,2.8,1,1,3.5,0,1,0,0.3,3,0,1,1.5,1.95,0.5,1,1,1
118,2.8,1,1,3.5,0,1,0,0.3,1,0,1,1.5,1.95,0.5,1,1,1
119,2.8,1,0,3.5,0,0,0,0.2,1.2,0,0.5,1.26,1.64,0.5,3,0,1
120,3.6,1,1,1,0,1,1,0.5,1,0,1,1.53,1.99,0.5,3,0,1
121,4.2,1,1,1,0,1,0,1,2.5,0,0.5,1.26,1.64,2,2,0,1
122,2.9,1,1,1,0,0,0,0.3,0.6,0,0.5,1.26,1.64,0.5,4,0,1
123,2.9,1,1,1,0,1,0,0.4,1,0,1,1.53,1.99,0.5,2,1,1
124,3.5,0,-1,1,0,1,0,0.3,8.5,0,1,1.5,1.95,0.5,1,1,1
125,4.3,1,1,1,0,1,0,2,2,0,0.25,1.23,1.6,2,3,0,1
126,4.7,1,1,0,1,1,0,0.1,0.5,0,0.25,1.35,1.76,0.5,3,0,-1
127,4.1,1,1,1,0,1,0,0.3,0.6,0,0.5,1.26,1.64,0.5,4,0,1
128,3,1,1,2.5,0,1,0,0.5,2,0,0.25,1.23,1.6,0.5,4,0,1
129,4.9,1,-1,1,0,1,0,1.3,1.5,0,0.33,1.26,1.64,0.5,4,0,1
130,2.5,1,0,5,0,0,0,0.2,2,0,0.5,1.26,1.64,0.5,4,0,1
131,3.2,0,1,2,0,1,1,0.3,5,0,1,1.53,1.99,0.5,3,0,1
132,3,1,1,2,0,1,0,0.7,0.7,0,1,1.5,1.95,0.5,2,1,1
133,4.8,1,1,1,0,1,0,0.7,1,0,1,1.53,1.99,0.5,3,0,1
134,2.8,1,0,5,0,1,0,0.4,0.3,0,0.25,1.44,1.87,0.5,1,1,1
135,3.3,1,1,1,0,1,0,0.4,5,0,1,1.53,1.99,0.5,3,0,1
136,3.6,1,1,1,0,0,0,1,3,0,0.33,1.26,1.64,0.5,4,0,1
137,3.8,1,1,0,0,1,0,1,7.5,0,0.33,1.26,1.64,4,4,0,1
138,2.7,1,1,5,0,1,0,0.2,8,0,0.5,1.32,1.72,0.5,2,1,1
139,3.2,1,1,1,0,0,0,1,2,0,0.25,1.23,1.6,0.5,4,0,1
140,3,1,0,2,0,1,0,0.4,8,0,0.33,1.26,1.64,0.5,4,0,1
141,4.2,1,1,1,0,1,0,0.5,10,0,1,1.5,1.95,0.5,2,1,1
142,3.4,1,1,0,0,1,0,0.5,7,0,1,1.5,1.95,0.5,2,1,1
143,3.4,0,1,1,0,1,0,0.5,1.5,0,1,1.5,1.95,0.5,2,1,1
144,5.3,1,1,0,0,1,0,0.2,0.7,0,1,1.53,1.99,0.5,3,0,1
145,4,1,1,2,0,1,1,0.6,2.5,7,1,1.5,1.95,0.5,3,0,1
146,4.1,1,1,1,0,1,1,1.3,2,0,0.5,1.26,1.64,0.5,4,0,1
147,3.1,1,0,2,0,1,0,0.2,1,0,1,1.53,1.99,0.5,3,0,1
148,3.4,1,1,2,0,1,0,0.4,3,0,0.5,1.47,1.91,0.5,2,1,1
149,3,1,1,2.5,0,1,0,0.2,6,0,0.5,1.47,1.91,0.5,2,1,1
150,3.4,1,1,1,0,1,1,0.4,6,0,1,1.5,1.95,0.5,2,1,1
151,2.5,0,1,2,0,1,1,0.4,0.5,0,1,1.53,1.99,4,3,0,1
152,3.3,1,1,1,0,1,0,1.3,1,0,0.75,1.29,1.68,0.5,2,1,1
153,2.9,0,1,2,0,1,0,0.3,1.5,0,0.25,1.23,1.6,0.5,3,0,1
154,3.2,0,1,2,0,1,0,0.5,5,0,1,1.5,1.95,0.5,2,1,1
155,5.1,1,1,0,1,1,0,0.5,0.3,0,0.5,1.5,1.95,0.5,3,0,-1
156,3.9,0,1,1,0,1,0,1,5,0,0.5,1.47,1.91,0.5,2,1,1
157,4.3,1,1,1,0,1,1,1.1,3,0,1,1.53,1.99,2,3,0,1
158,5.2,1,1,1,0,1,0,2,2,0,0.5,1.26,1.64,0.5,1,0,1
159,4.4,1,1,1,0,1,0,0.5,3,0,1,1.53,1.99,0.5,2,0,1
160,5.4,1,1,1,0,1,1,0.7,12,0,1,1.5,1.95,1,1,1,1
161,4.3,1,1,1,0,1,1,0.2,1,0,1,1.53,1.99,0.5,3,0,1
162,3.4,1,1,5,0,1,0,0.6,2.5,0,0.5,1.5,1.95,0.5,3,0,1
163,3.7,1,1,1,0,0,1,1,2,0,0.25,1.44,1.87,0.5,2,1,1
164,4,1,1,0,0,1,0,1,1,0,1,1.5,1.95,0.5,2,1,1
165,3.1,0,1,5,0,1,0,0.6,3,0,1,1.5,1.95,4,2,1,1
166,4.1,1,1,1,0,1,0,0.8,2,0,0.5,1.26,1.64,4,2,0,1
167,3.4,1,1,1,0,0,0,0.6,1.5,0,0.5,1.26,1.64,0.5,2,1,1
168,3.4,1,1,3.5,0,1,1,0.3,5,0,1,1.5,1.95,0.5,2,1,1
169,2.9,1,1,2,0,1,1,0.5,4.5,0,1,1.5,1.95,0.5,2,1,1
170,4.3,1,1,1,0,1,1,0.6,2,0,1,1.5,1.95,0.5,2,1,1
171,4.5,1,1,1,0,1,0,1,0.5,0,0.25,1.5,1.95,0.5,2,1,1
172,4.8,1,1,2,1,1,0,0.7,10,0,1,1.5,1.95,2,2,1,1
173,3.4,1,1,3.5,0,1,1,0.3,2,0,1,1.5,1.95,0.5,2,1,1
174,5,1,1,0,0,1,0,1.3,2.5,0,1,1.29,1.68,0.5,2,1,1
175,5,1,-1,1,0,1,1,1.3,1.5,0,1,1.29,1.68,0.5,4,0,1
176,3.3,1,1,3.5,0,1,0,0.7,4,0,0.5,1.47,1.91,0.5,2,1,1
177,5.6,1,1,0,0,1,1,2,1.5,0,1,1.29,1.68,0.5,3,0,1
178,4.4,1,1,1,1,1,0,0.3,1.3,0,0.5,1.5,1.95,0.5,3,0,-1
179,3.3,1,1,1,0,0,0,1,1,0,0.5,1.26,1.64,0.5,3,0,1
180,3.8,1,1,1,0,1,0,0.4,0.3,0,0.5,1.26,1.64,0.5,4,0,1
181,3,0,1,2,0,1,1,0.3,2,0,1,1.5,1.95,0.5,2,1,1
182,4.1,1,1,2,0,1,1,0.7,2,0,1,1.5,1.95,0.5,2,1,1
183,3.9,0,1,2,0,1,1,1.6,8,0,1,1.5,1.95,0.5,2,1,1
184,2.7,1,1,0,0,1,0,1.3,3,0,1,1.29,1.68,0.5,3,0,1
185,3.9,1,1,0,0,1,1,1,8,0,1,1.29,1.68,4,2,0,1
186,4.4,1,1,0,0,1,1,1.5,4,0,1,1.29,1.68,0.5,2,0,1
187,3.7,1,1,1,0,0,1,1,2,0,1,1.29,1.68,0.5,2,0,1
188,3.1,1,0,2,0,1,1,0.4,8,0,1,1.29,1.68,0.5,2,0,1
189,3,1,1,1,0,1,1,1,8,0,1,1.29,1.68,0.5,2,0,1
190,6.1,0,1,0,0,1,1,0.6,10,0,1,1.5,1.95,0.5,2,1,1
191,4.5,0,1,0,0,1,0,1,1,0,1,1.53,1.99,0.5,3,0,1
192,3.3,0,1,1,0,1,0,0.2,1.5,0,1,1.5,1.95,0.5,3,0,1
193,5.7,1,1,0,0,1,1,1.6,1,0,1,1.29,1.68,0.5,3,0,1
194,5.7,0,1,2,0,1,0,1,3,0,1,1.5,1.95,0.5,2,1,1
195,2.9,0,0,2,0,1,1,0.4,1.5,0,1,1.29,1.68,0.5,3,0,1
196,2.4,1,0,1,0,0,1,0.5,1,0,1,1.29,1.68,0.5,3,0,1
