1,27,0,0,2,0,0,0,10,10,0,12,1.5,0,1,1,0,1
2,52,1,0,0,0,0,0,3,5,0,3,1.44,0,1,1,0,1
3,26,0,0,2,0,0,0,3,18,0,12,1.5,0,1,1,0,-1
4,49,1,0,0,0,0,0,11,50,0,12,1.5,0,1,1,0,1
5,26,1,1,2,1,1,0,3,5,0,6,1.5,1,1,0,1,-1
6,24,1,0,1,0,0,0,2,10,0,12,1.5,0,1,1,0,1
7,47,1,0,0,0,0,0,1,20,0,9,1.53,0,1,1,0,1
8,23,0,0,2,0,1,0,2,3,0,12,1.53,1,1,0,1,1
9,31,1,0,2,0,0,0,0.083,50,0,5,1.47,0,1,1,1,1
10,27,0,0,2,0,0,0,0.5,6,0,12,1.5,0,1,1,0,1
11,41,1,0,1,0,0,0,6,100,0,6,1.47,0,1,1,0,1
12,27,1,0,4,0,0,0,4,3,1,6,1.47,0,1,1,0,1
13,40,1,0,1,0,0,0,0.33,3,0,12,1.5,0,1,1,0,1
14,29,1,0,1,0,0,0,10,50,0,12,1.5,0,1,1,0,1
15,61,1,0,3,0,0,0,20,30,1,1.33,1.44,0,1,1,0,1
16,58,1,0,0,0,0,0,12,100,0,3,1.44,0,1,1,0,1
17,34,1,0,3,0,0,0,8,5,1,12,1.5,0,1,1,0,1
18,40,1,0,1,0,0,0,5,15,0,6,1.47,0,1,1,0,1
19,52,1,0,1,0,0,0,20,4,0,12,1.53,1,1,0,1,1
20,45,0,0,0,0,0,0,15,20,1,12,1.5,0,1,1,0,1
21,47,1,0,0,0,0,0,8,400,0,6,1.47,0,1,1,0,1
22,35,1,0,2,0,0,0,2,15,0,12,1.53,1,1,0,0,1
23,28,1,1,2,2,0,0,1,9,0,6,1.47,0,1,1,0,1
24,43,1,0,0,0,0,0,10,40,0,12,1.5,0,1,1,1,-1
25,53,1,0,1,0,0,0,6,120,0,12,1.5,0,1,1,0,1
26,42,1,0,1,0,0,0,10,30,0,12,1.53,0,1,1,0,1
27,40,1,0,2,0,0,0,6,15,0,12,1.5,0,1,1,0,1
28,54,0,0,2,0,0,0,25,15,1,12,1.53,1,1,0,1,1
29,45,1,0,0,0,0,0,3,3,0,6,1.5,0,1,1,0,1
30,61,1,0,1,0,0,0,10,40,0,3,1.44,0,1,1,0,1
31,40,1,0,1,0,0,0,2,10,0,12,1.53,1,1,0,1,-1
32,41,1,0,1,0,0,0,7,10,1,12,1.53,1,1,0,1,1
33,29,0,1,2,0,0,0,2,50,0,12,1.53,0,1,1,0,1
34,31,1,0,1,0,0,0,3,20,0,12,1.5,0,1,1,0,1
35,56,1,0,1,0,0,0,0.083,50,0,3,1.44,0,1,1,0,1
36,42,1,0,1,0,0,0,10,20,0,12,1.5,0,1,1,0,1
37,50,1,0,0,1,0,0,5,1.9,0,12,1.5,1,1,0,1,-1
38,26,1,0,0,0,0,0,5,2,1,12,1.53,1,1,0,1,1
39,48,1,0,1,0,0,0,20,7,0,12,1.53,1,1,0,1,1
40,53,1,0,0,0,0,1,4,10,0,12,1.5,0,1,1,0,1
41,40,1,0,1,0,0,0,10,15,0,12,1.5,0,1,1,0,1
42,40,1,0,2,0,0,0,6,20,0,12,1.5,0,1,1,0,1
43,40,0,0,2,0,0,0,2,10,0,12,1.5,0,1,1,0,1
44,31,1,0,2,0,0,0,2,10,0,12,1.53,1,1,0,1,1
45,60,0,0,0,0,0,0,5,100,0,12,1.5,0,1,1,0,1
46,31,1,0,3,0,0,0,5,120,1,6,1.47,0,1,1,0,1
47,42,1,2,3,0,0,0,1,50,0,12,1.53,1,1,0,1,-1
48,52,1,0,1,0,0,0,0.5,200,0,12,1.5,0,1,1,0,1
49,38,0,0,2,0,0,0,16,20,0,12,1.5,0,1,1,0,1
50,38,0,0,2,0,0,0,16,20,0,12,1.5,0,1,1,0,1
51,36,1,0,1,0,0,0,3,60,0,12,1.5,0,1,1,0,1
52,33,1,0,3,0,0,0,2,50,0,12,1.5,0,1,1,0,1
53,32,0,0,2,0,0,0,2,10,0,12,1.5,0,1,1,0,1
54,33,1,0,1,0,0,1,2,10,0,12,1.5,0,1,1,0,1
55,50,1,0,0,0,0,1,12,20,0,4,1.47,0,1,1,0,1
56,29,1,0,1,0,1,0,2,10,0,12,1.53,1,1,0,1,-1
57,54,0,0,0,0,0,0,0,7,0,12,1.5,0,1,1,0,-1
58,25,1,0,4,2,0,0,2,8,1,12,1.53,1,1,0,1,-1
59,57,1,0,0,0,0,0,2,20,0,12,1.53,1,1,0,1,1
60,48,1,0,1,0,0,0,4,30,0,12,1.5,0,1,1,1,1
61,39,1,0,1,0,0,0,9,5,0,12,1.5,0,1,1,0,1
62,31,0,0,2,0,0,0,3,20,0,12,1.53,1,1,0,1,1
63,36,1,0,4,0,0,0,6,10,0,12,1.5,0,1,1,0,1
64,38,1,0,1,0,0,0,7,20,0,12,1.53,1,1,0,1,1
65,52,1,0,2,0,0,0,5,100,0,12,1.5,0,1,1,0,1
66,31,1,0,2,0,0,0,11,50,0,12,1.5,0,1,1,0,1
67,32,1,0,1,0,0,0,5,15,0,12,1.5,0,1,1,0,1
68,40,1,0,1,0,0,1,5,20,0,12,1.5,0,1,1,0,1
69,43,1,0,1,0,0,0,2,50,0,12,1.5,0,1,1,0,1
70,41,1,0,1,0,0,1,6,100,0,12,1.5,0,1,1,0,1
71,47,1,0,1,0,0,0,2,8,0,12,1.5,0,1,1,0,1
72,27,1,0,4,0,0,1,4,3,1,12,1.5,0,1,1,0,1
73,52,1,0,0,1,0,0,3,3,0,6,1.5,1,1,0,1,-1
74,47,1,0,0,0,0,1,8,100,0,12,1.5,0,1,1,0,1
75,37,1,0,1,0,1,0,7,2,0,12,1.5,1,1,0,1,1
76,53,1,0,1,0,0,1,6,60,0,12,1.5,0,1,1,0,1
77,48,0,0,0,0,0,0,10,100,0,12,1.5,0,1,1,0,1
78,29,1,0,1,0,0,1,10,100,0,12,1.5,0,1,1,0,1
79,40,1,0,1,0,0,0,3,20,0,6,1.47,0,1,1,0,1
80,27,1,1,4,0,0,0,4,130,0,3,1.5,1,1,0,1,1
81,33,1,0,1,0,0,0,3,40,0,12,1.53,1,1,0,1,1
82,34,1,0,2,0,0,0,14,10,0,12,1.53,1,1,0,1,1
83,28,1,0,1,0,0,0,2,20,0,12,1.5,1,1,0,1,1
84,27,1,1,3,0,0,0,2,10,0,12,1.53,0,1,1,0,1
85,56,1,0,1,0,0,0,4,50,0,12,1.5,1,1,0,1,1
86,48,1,0,1,0,0,0,4,6,0,12,1.5,0,1,1,0,1
87,34,1,0,1,0,0,0,4,10,0,12,1.53,1,1,0,1,1
88,33,1,0,4,0,0,0,3,50,0,3,1.47,0,0,1,0,1
89,33,1,0,2,2,0,0,2,200,0,12,1.5,0,1,1,1,-1
90,32,0,0,2,0,0,0,3,15,0,12,1.53,1,0,1,1,1
91,59,1,0,0,0,0,1,13,60,0,12,1.5,0,1,1,0,1
92,31,1,0,2,0,0,0,6,10,0,12,1.53,1,1,0,1,1
93,32,1,0,2,0,0,0,2,40,0,12,1.5,0,1,1,0,1
94,28,0,0,2,0,0,1,1,50,0,12,1.5,0,1,1,0,1
95,48,1,0,0,0,0,1,2,50,0,12,1.53,1,1,0,1,1
96,32,1,0,2,0,0,0,3,100,0,12,1.53,1,1,0,1,1
97,36,1,0,1,0,0,0,5,10,0,12,1.53,1,1,0,1,1
98,40,1,0,1,1,0,0,3,5,0,6,1.5,1,1,0,1,-1
99,27,1,0,4,0,0,0,1,20,0,6,1.26,1,0,0,1,1
100,30,1,0,0,0,0,0,2,10,0,6,1.26,1,0,0,1,1
101,48,1,0,0,0,0,1,1,10,0,6,1.26,1,0,0,1,1
102,55,1,0,0,0,0,0,20,10,0,6,1.26,1,0,0,1,1
103,33,1,0,2,0,0,0,8,15,0,12,1.5,0,1,0,0,1
104,48,1,0,0,0,0,1,2,20,0,12,1.53,1,0,0,1,1
105,42,1,0,1,0,0,1,10,50,0,12,1.53,1,0,0,1,1
106,27,1,0,4,0,0,0,4,100,0,3,1.5,1,1,0,1,1
107,47,1,0,1,0,0,0,10,30,0,12,1.5,0,1,1,0,1
108,23,1,1,1,0,1,0,4,10,0,6,1.26,1,0,0,1,1
109,41,1,0,1,0,0,0,10,10,0,12,1.5,0,1,0,0,1
110,37,1,0,2,0,0,0,4,3,0,6,1.26,1,1,1,1,1
111,45,1,0,1,0,0,0,7,100,0,12,1.5,0,1,0,0,1
112,41,1,0,1,0,0,0,13,15,0,6,1.26,1,1,1,1,1
113,34,1,0,2,0,0,0,5,20,0,12,1.53,1,1,0,1,1
114,25,1,1,4,0,1,0,1,4,0,12,1.53,1,1,0,1,1
115,43,1,0,1,0,0,0,10,10,0,6,1.26,1,1,1,1,1
116,34,1,0,3,0,1,0,3,10,0,6,1.26,1,1,0,1,1
117,28,1,0,3,0,0,0,3,30,0,12,1.5,0,1,1,0,1
118,28,1,0,3,0,0,0,3,10,0,12,1.5,0,1,1,0,1
119,28,1,1,3,0,1,0,2,12,0,6,1.26,1,1,0,1,1
120,36,1,0,1,0,0,1,5,10,0,12,1.53,1,1,0,1,1
121,42,1,0,1,0,0,0,10,25,0,6,1.26,1,0,0,1,1
122,29,1,0,1,0,1,0,3,6,0,6,1.26,1,1,1,1,1
123,29,1,0,1,0,0,0,4,10,0,12,1.53,0,1,0,0,1
124,35,0,2,1,0,0,0,3,85,0,12,1.5,1,1,1,0,1
125,43,1,0,1,0,0,0,20,20,0,3,1.23,1,1,0,1,1
126,47,1,0,0,1,0,0,1,5,0,3,1.35,1,1,0,1,-1
127,41,1,0,1,0,0,0,3,6,0,6,1.26,1,1,1,1,1
128,30,1,0,4,0,0,0,5,20,0,3,1.23,1,1,1,1,1
129,49,1,2,1,0,0,0,13,15,0,4,1.26,1,1,1,1,1
130,25,1,1,4,0,1,0,2,20,0,6,1.26,1,1,1,1,1
131,32,0,0,2,0,0,1,3,50,0,12,1.53,1,1,0,1,1
132,30,1,0,2,0,0,0,7,7,0,12,1.5,0,1,0,0,1
133,48,1,0,1,0,0,0,7,10,0,12,1.53,1,1,0,1,1
134,28,1,1,4,0,0,0,4,3,0,3,1.44,0,1,1,0,1
135,33,1,0,1,0,0,0,4,50,0,12,1.53,1,1,0,1,1
136,36,1,0,1,0,1,0,10,30,0,4,1.26,1,1,1,1,1
137,38,1,0,0,0,0,0,10,75,0,4,1.26,1,1,1,1,1
138,27,1,0,4,0,0,0,2,80,0,6,1.323,0,1,0,0,1
139,32,1,0,1,0,1,0,10,20,0,3,1.23,1,1,1,1,1
140,30,1,1,2,0,0,0,4,80,0,4,1.26,1,1,1,1,1
141,42,1,0,1,0,0,0,5,100,0,12,1.5,0,1,0,0,1
142,34,1,0,0,0,0,0,5,70,0,12,1.5,0,1,0,0,1
143,34,0,0,1,0,0,0,5,15,0,12,1.5,0,1,0,0,1
144,53,1,0,0,0,0,0,2,7,0,12,1.53,1,1,0,1,1
145,40,1,0,2,0,0,1,6,25,0,12,1.5,1,1,0,1,1
146,41,1,0,1,0,0,1,13,20,0,6,1.26,1,1,1,1,1
147,31,1,1,2,0,0,0,2,10,0,12,1.53,1,1,0,1,1
148,34,1,0,2,0,0,0,4,30,0,6,1.47,0,1,0,0,1
149,30,1,0,4,0,0,0,2,60,0,6,1.47,0,1,0,0,1
150,34,1,0,1,0,0,1,4,60,0,12,1.5,0,1,0,0,1
151,25,0,0,2,0,1,1,4,5,0,12,1.53,1,1,0,1,1
152,33,1,0,1,0,0,0,13,10,0,9,1.29,0,1,0,0,1
153,29,0,0,2,0,0,0,3,15,0,3,1.23,1,1,0,1,1
154,32,0,0,2,0,0,0,5,50,0,12,1.5,0,1,0,0,1
155,51,1,0,0,1,0,0,5,3,0,6,1.5,1,1,0,1,-1
156,39,0,0,1,0,0,0,10,50,0,6,1.47,0,1,0,0,1
157,43,1,0,1,0,0,1,11,30,0,12,1.53,1,1,0,1,1
158,52,1,0,1,0,0,0,20,20,0,6,1.26,1,0,1,1,1
159,44,1,0,1,0,0,0,5,30,0,12,1.53,1,0,0,1,1
160,54,1,0,1,0,0,1,7,120,0,12,1.5,0,1,1,0,1
161,43,1,0,1,0,0,1,2,10,0,12,1.53,1,1,0,1,1
162,34,1,0,4,0,0,0,6,25,0,6,1.5,1,1,0,1,1
163,37,1,0,1,0,1,1,10,20,0,3,1.44,0,1,0,0,1
164,40,1,0,0,0,0,0,10,10,0,12,1.5,0,1,0,0,1
165,31,0,0,4,0,0,0,6,30,0,12,1.5,0,1,0,0,1
166,41,1,0,1,0,0,0,8,20,0,6,1.26,1,0,0,1,1
167,34,1,0,1,0,1,0,6,15,0,6,1.26,0,1,0,0,1
168,34,1,0,3,0,0,1,3,50,0,12,1.5,0,1,0,0,1
169,29,1,0,2,0,0,1,5,45,0,12,1.5,0,1,0,0,1
170,43,1,0,1,0,0,1,6,20,0,12,1.5,0,1,0,0,1
171,45,1,0,1,0,0,0,10,5,0,3,1.5,0,1,0,0,1
172,48,1,0,2,1,0,0,7,100,0,12,1.5,0,1,0,0,1
173,34,1,0,3,0,0,1,3,20,0,12,1.5,0,1,0,0,1
174,50,1,0,0,0,0,0,13,25,0,12,1.29,0,1,0,0,1
175,50,1,2,1,0,0,1,13,15,0,12,1.29,1,1,1,1,1
176,33,1,0,3,0,0,0,7,40,0,6,1.47,0,1,0,0,1
177,56,1,0,0,0,0,1,20,15,0,12,1.29,1,1,0,1,1
178,44,1,0,1,1,0,0,3,13,0,6,1.5,1,1,0,1,-1
179,33,1,0,1,0,1,0,10,10,0,6,1.26,1,1,0,1,1
180,38,1,0,1,0,0,0,4,3,0,6,1.26,1,1,1,1,1
181,30,0,0,2,0,0,1,3,20,0,12,1.5,0,1,0,0,1
182,41,1,0,2,0,0,1,7,20,0,12,1.5,0,1,0,0,1
183,39,0,0,2,0,0,1,16,80,0,12,1.5,0,1,0,0,1
184,27,1,0,0,0,0,0,13,30,0,12,1.29,1,1,0,1,1
185,39,1,0,0,0,0,1,10,80,0,12,1.29,1,0,0,1,1
186,44,1,0,0,0,0,1,15,40,0,12,1.29,1,0,0,1,1
187,37,1,0,1,0,1,1,10,20,0,12,1.29,1,0,0,1,1
188,31,1,1,2,0,0,1,4,80,0,12,1.29,1,0,0,1,1
189,30,1,0,1,0,0,1,10,80,0,12,1.29,1,0,0,1,1
190,61,0,0,0,0,0,1,6,100,0,12,1.5,0,1,0,0,1
191,45,0,0,0,0,0,0,10,10,0,12,1.53,1,1,0,1,1
192,33,0,0,1,0,0,0,2,15,0,12,1.5,1,1,0,1,1
193,57,1,0,0,0,0,1,16,10,0,12,1.29,1,1,0,1,1
194,57,0,0,2,0,0,0,10,30,0,12,1.5,0,1,0,0,1
195,29,0,1,2,0,0,1,4,15,0,12,1.29,1,1,0,1,1
196,24,1,1,1,0,1,1,5,10,0,12,1.29,1,1,0,1,1
197,32,0,2,2,0,0,0,10,20,0,6,1.5,1,1,0,1,1
198,43,1,0,1,0,0,1,10,15,0,12,1.29,1,1,0,1,1
